"merchant_name","category","product","price","discount_price","description","area","latitude","longitude"
"Besty Cemilan","Minuman/Jajanan","Jeruk Peras","8000","6400","Jeruk Peras Powder + Ice","Kapten Sumarsono, Deli Serdang, Sumatra Utara","3.6153729","98.6452277"
"Besty Cemilan","Minuman/Jajanan","Ekstra Telcho (Tela Tela - Chocolate)","25500","16000","Ekstra Large Tela + 2 Chocolate Drinks","Kapten Sumarsono, Deli Serdang, Sumatra Utara","3.6153729","98.6452277"
"Besty Cemilan","Minuman/Jajanan","Ekstra TelTar (Tela Tela - Taro)","43500","29500","Ekstra Large Tela + 4 Taro Drinks","Kapten Sumarsono, Deli Serdang, Sumatra Utara","3.6153729","98.6452277"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","BroBagi 1 - The Chicken Burger Meal","130960","99990","2 She Caught the Chicken Burger + 1 Es Matcha Mindfulness + 1 Es Cokelat Cozy","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","BroBagi 2 - The Brothers Meal","136960","99990","1 Chicago Beef Burger + 1 She Caught the Chicken Burger + 1 Matcha Mindfulness + 1 Es Cokelat Cozy","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","BroBagi 3 - The Crispy Chicken Meal","132960","99990","1 Fried Chicken Rice Meal Classic + 1 She Caught the Chicken Burger + 1 Matcha Mindfulness + 1 Es Cokelat Cozy","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","The Brothers","81989","72990","1 Chicago Beef Burger + 1 She Caught the Chicken Burger","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","The Chicken Burger Combo","75980","67990","1 She Caught the Chicken Burger + 1 She Caught the Chicken Burger","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","The Cheesy Chicken Combo","82980","73990","1 Beef Cheese Burger to Love + 1 She Caught the Chicken Burger","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Best of Chicken Burger","72980","64990","1 She Caught the Chicken Burger + 1 The O.G. Chicken Burger","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","The OG Chicken Burger Combo","69980","61990","1 The O.G. Chicken Burger + 1 The O.G. Chicken Burger","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Asian Chicken Burger Combo","78980","71990","1 Daebak Chicken Burger + 1 Thai Chili Chicken Burger","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","She Caught Ol Fish Combo","80980","72990","1 The Good Ol Fish Burger + 1 She Caught the Chicken Burger","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Chicago Beef Burger MEAL","67480","60490","Chicago Beef Burger + French Fries + Tea","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","She Caught the Chicken Burger MEAL","61480","54490","She Caught the Chicken Burger + French Fries + Tea","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Cheese Burger to Love MEAL","68480","61490","Cheese Burger to Love + French Fries + Tea","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","She Caught the Chicken Burger + Es Matcha Mindfulness","64980","48990","1 She Caught the Chicken Burger + 1 Es Matcha Mindfulness","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","The OG Chicken Burger Meal","58480","51990","The O.G. Chicken Burger Meal + French Fries + Tea","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Bros Family Pack Chicken Burger","158940","123990","She Caught the Chicken Burger + The O.G. Chicken Burger + 2x Lil Bro Chicken Burger + 4 Drinks","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Chicago Beef Burger & Es Kopi Cheer Me Up","66980","58990","1 Chicago Beef Burger + 1 Es Kopi Cheer Me Up","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","1 Chicago Beef Burger + 1 Coca-Cola","59990","57000","1 Chicago Beef Burger + 1 Coca-Cola 330ml","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Black Pepper Fried Chicken Rice Meal","61980","48990","Rice + 1Pc Fried Chicken + 1Pc Crispy Fried Chicken Fillet + Black Pepper Sauce + Drink","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Fried Chicken BOX","99990","89990","5 pcs Fried Chicken (Chicken part based on availability)","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Fried Chicken Rice Meal Mixed","51980","45990","Rice + 1Pc Fried Chicken + 1Pc Crispy Fried Chicken  Fillet + Drink","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Bros Family Pack Fried Chicken","147960","117990","5 Pcs Fried Chicken + 3 Rice + 3 Drinks (Chicken part based on availability)","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Messy Cheesy Chicken Burger","46990","41990","Cheese Stuffed Chicken Patty + Cheese Slice + Tomato + Pickles + Lettuce + Spicy Tartar","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Messy Cheesy Beef Burger","49990","44990","Cheese Stuffed Beef Patty + Cheese Slice + Tomato + Pickles + Lettuce + Spicy Tartar","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Lil Bro Chicken Burger Combo","39990","35990","2x Lil Bro Chicken Burger","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Junior Meal'","43000","38500","1x Lil Bro Chicken Burger + French Fries Medium + Yakult","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Cinnamon Roll","25990","22990","1 Cinnamon Roll","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Coffee Brownie","29990","26990","1 Brownies Kopi","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Almond Brownie","32990","28990","1 Brownies Almond","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Choco Lava Cake","29990","25990","Choco Lava Cake","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Es Sukur - Susu Kurma","28990","24990","Es + Susu Kurma","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger Bros","Barat/Cepat saji/Ayam & bebek","Es Cendol Ceria","24990","21990","Es + Susu + Cendol (Produk tidak menggunakan santan untuk menjaga kualitas)","Medan Maimun, Medan, Sumatra Utara","3.5654403","98.6632308"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","Snack Pack 1","36500","32500","1 Double Choco Pie + 1 Coke Float + 1 Reg Fries.","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","4 Pcs Ayam","78000","63000","4 Pcs Ayam. Resep Ayam Lebih Renyah, Gurih & Pedasnya Pas.","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","5 Kings Chicken","92500","82000","5 pcs Ayam. Resep Ayam Lebih Renyah, Gurih & Pedasnya Pas.","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","5 Kings Chicken & 3 Nasi","121000","96500","5 pcs Ayam + 3 Nasi. Resep Ayam Lebih Renyah, Gurih & Pedasnya Pas.","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","Cheeseburger BOGO","64000","52500","Cheeseburger BOGO.","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","Whopper Jr. BOGO","64000","52500","2 Whopper® Jr.","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","BOGO Mix 'N Match","64000","52500","Pilih 2 burger favoritmu Ada Cheeseburger, Chicken Cheese Burger, Cheese Rasher Chicken atau Whopper Jr. yang bisa kamu Mix 'N Match sesukamu!","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","Hemat Cheeseburger Meal","50000","40500","Cheeseburger + Reg.Fries + Reg.Coke","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","Kings Chicken & Cheeseburger","48000","42000","Cheeseburger + 1pc Ayam Rasa Pedasnya Pas","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","Mozarella Cheeseburger & Coke","58000","47500","Mozzarella Cheeseburger + Coca-Cola Ukuran Regular","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","3 Cheesy Beef Burger","108000","67000","3 Jalapenos Cheese Beef Burger","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","3 Mix Cheeseburger","108000","69500","1 Cheeseburger + 2 Chicken Cheeseburger.","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","3 Mozza Mix","102000","84000","1 Mozzarella Cheeseburger + 2 Mozzarella Chicken.","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","4 Mix Cheese Burgers","114000","89500","2 Cheeseburger + 2 Chicken Cheeseburger.","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","4 Flamin Deals Mix Burger","112500","92500","1 Cheeseburger + 1 BBQ Beef Rasher + 2 Chicken Cheeseburger.","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","5 Pcs Mix Cheeseburgers","141500","107000","2 Cheese Burger + 3 Chicken Cheeseburger","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","5 Pcs Flamin Deals Mix Burgers","147500","115500","1 BBQ Beef Rasher + 1 Cheeseburger + 3 Chicken Cheese Burger","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","Paket Berlima 1","115500","90000","3 Pc Ayam Rasa Pedasnya Pas + 1 Cheeseburger + 1 Chicken Cheese Burger","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","Paket Berlima 2","138000","94500","3 Cheesy King's Chicken Fillet + 2 Beef Burger.","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Burger King","Cepat saji/Aneka nasi/Jajanan/Ayam & bebek","5BIC+3Rice+3Tea","175500","115000","5 Pc Ayam Goreng Rasa Sedikit Pedas + 3 Nasi + 3 Jasmine Tea ukuran Regular. Harga Normal 178.500","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Chicken Crush","Ayam & bebek","Cemilan Crispy","35000","28350","1 Kentang Crispy + 1 Kulit Crispy + 1 Es Teh Manis Dingin","Deli Tua, Deli Serdang, Sumatra Utara","3.4999292","98.6544862"
"Chicken Crush","Ayam & bebek/Cepat saji/Aneka nasi","Cemilan Crispy","35000","28350","1 Kentang Crispy + 1 Kulit Crispy + 1 Es Teh Manis Dingin","Gaperta, Medan, Sumatra Utara","3.604873","98.6367903"
"Chicken Crush","Ayam & bebek/Cepat saji/Aneka nasi","Cemilan Crispy","35000","28350","1 Kentang Crispy + 1 Kulit Crispy + 1 Es Teh Manis Dingin","Gaperta, Medan, Sumatra Utara","3.604873","98.6367903"
"Chicken Crush","Cepat saji/Aneka nasi/Ayam & bebek","Cemilan Crispy","35000","28350","1 Kentang Crispy + 1 Kulit Crispy + 1 Es Teh Manis Dingin","Gaperta, Medan, Sumatra Utara","3.604873","98.6367903"
"Chicken Crush","Cepat saji/Aneka nasi/Ayam & bebek","Cemilan Crispy","35000","28350","1 Kentang Crispy + 1 Kulit Crispy + 1 Es Teh Manis Dingin","Tuasan, Medan, Sumatra Utara","3.6157949","98.6985033"
"Dcrepes","Jajanan/Sweets","1 Maret","40000","36000","1 Choco peanut + 1 pepperoni pizza","Setia Budi, Medan, Sumatra Utara","3.5731167","98.6404606"
"Dcrepes","Jajanan/Sweets","2 Maret","46500","40500","1 Banana vanilla custard + 1 crispy chicken bbq","Setia Budi, Medan, Sumatra Utara","3.5731167","98.6404606"
"Dcrepes","Jajanan/Sweets","3 Maret","92000","82000","1 Choco custard + 1 cookies 'n cream + 1 crispy chicken bbq + 1 smoked beef and cheese","Setia Budi, Medan, Sumatra Utara","3.5731167","98.6404606"
"Dcrepes","Jajanan/Sweets","4 Maret","94000","82000","1 Choco cheese + 1 double choco + 1 pepperoni pizza + 1 beef burger","Setia Budi, Medan, Sumatra Utara","3.5731167","98.6404606"
"Dcrepes","Jajanan/Sweets","Steak and Cheese + Coca Cola","41500","38500","Kelezatan steak and cheese crepes di temani segarnya coca cola","Setia Budi, Medan, Sumatra Utara","3.5731167","98.6404606"
"Dcrepes","Jajanan/Sweets","Banana Choco Cheese with Coca Cola","29500","28500","Dengan pilihan minuman Coca Cola","Setia Budi, Medan, Sumatra Utara","3.5731167","98.6404606"
"Dcrepes","Jajanan/Sweets","Choco Cheese with Coca Cola","28500","27500","Dengan pilihan minuman Coca Cola","Setia Budi, Medan, Sumatra Utara","3.5731167","98.6404606"
"Dcrepes","Jajanan/Sweets","Pepperoni Pizza with Coca Cola","34500","33500","Dengan pilihan minuman Coca Cola","Setia Budi, Medan, Sumatra Utara","3.5731167","98.6404606"
"Dcrepes","Jajanan/Sweets","Smoked Beef and Cheese with Coca Cola","32500","31500","Dengan pilihan minuman Coca Cola","Setia Budi, Medan, Sumatra Utara","3.5731167","98.6404606"
"Hola Crabs","Seafood","Paket Keroyokan Ber-4","139900","126000","4 Kepiting + Cumi + Kepah + Udang + Jagung (Saos Padang)","Abadi, Medan, Sumatra Utara","3.5735369","98.6323954"
"Hola Crabs","Seafood","Paket Keroyokan Ber-6","194900","175500","6 Kepiting + Cumi + Kepah + Udang + Jagung (Saos Padang)","Abadi, Medan, Sumatra Utara","3.5735369","98.6323954"
"Kokumi","Sweets/Minuman","Combo 1.","64000","50000","Okinawa Brown Sugar Big Boba R + Skinny Okinawa","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kokumi","Sweets/Minuman","Combo 2.","64000","50000","Yoyogi Cheese R + Rich Okinawa R","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kokumi","Sweets/Minuman","Combo 3","61000","50000","Snow Fairy R + Lemonade Stardust R","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kokumi","Sweets/Minuman","Combo 4","64000","50000","Classic Latte R + Spanish Latte R","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kokumi","Sweets/Minuman","Combo 5","93000","70000","Okinawa Brown Sugar Big Boba R + Skinny Okinawa + Yoyogi Cheese R","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kokumi","Sweets/Minuman","Combo 6","98000","70000","Rich Okinawa R + Classic Latte R + Okinawa Brown Sugar Big Boba R","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kokumi","Sweets/Minuman","Combo 7","92000","70000","Lemonade Stardust R + Original Ovaltine R + Okinawa Brown Sugar Big Boba R","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kokumi","Sweets/Minuman","Combo 1.","64000","50000","Okinawa Brown Sugar Big Boba R + Skinny Okinawa","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kokumi","Sweets/Minuman","Combo 2.","64000","50000","Yoyogi Cheese R + Rich Okinawa R","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kokumi","Sweets/Minuman","Combo 3","61000","50000","Snow Fairy R + Lemonade Stardust R","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kokumi","Sweets/Minuman","Combo 4","64000","50000","Classic Latte R + Spanish Latte R","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kokumi","Sweets/Minuman","Combo 5","93000","70000","Okinawa Brown Sugar Big Boba R + Skinny Okinawa + Yoyogi Cheese R","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kokumi","Sweets/Minuman","Combo 6","98000","70000","Rich Okinawa R + Classic Latte R + Okinawa Brown Sugar Big Boba R","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kokumi","Sweets/Minuman","Combo 7","92000","70000","Lemonade Stardust R + Original Ovaltine R + Okinawa Brown Sugar Big Boba R","Sun Plaza, Medan, Sumatra Utara","3.5820025","98.6691798"
"Kopi Yor","Kopi","Buy 1 Get 1 (Es Kopi Awa FREE Peach Tea)","30000","20000","Promo Buy 1 Get 1 3rd Anniversary Kopi Yor, menangkan kesempatan untuk mendapatkan Luxury Staycation dari Kopi Yor!","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Buy 1 Get 1 (Es Kopi Cha FREE Peach Tea)","32000","22000","Promo Buy 1 Get 1 3rd Anniversary Kopi Yor, menangkan kesempatan untuk mendapatkan Luxury Staycation dari Kopi Yor!","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Buy 1 Get 1 (Regalo Bob FREE Peach Tea)","34000","24000","Promo Buy 1 Get 1 3rd Anniversary Kopi Yor, menangkan kesempatan untuk mendapatkan Luxury Staycation dari Kopi Yor!","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Buy 1 Get 1 (Crunchy Chocolate made with Kitkat FREE Peach Tea)","38000","28000","Promo Buy 1 Get 1 3rd Anniversary Kopi Yor, menangkan kesempatan untuk mendapatkan Luxury Staycation dari Kopi Yor!","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Es Kopi Buco + Es Kopi Awa","43000","40000","Bundling menu kopi buco (es kopi + susu + butterscotch) dan menu es kopi awa (es kopi susu + gula jawa)","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Es Kopi Buco + Coklat Buco","43000","40000","Bundling menu kopi buco (es kopi + susu + butterscotch) dan menu es coklat buco (es coklat + susu + butterscotch)","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Es Kopi Buco + Cokban","42500","40000","Bundling menu kopi buco (es kopi + susu + butterscotch) dan menu es cokban (coklat + susu banana indomilk + ice cream)","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Crunchy Chocolate Made With KitKat","28000","21000","Coklat + es krim + kitkat bites","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Crunchy Matcha Made With KitKat","28000","21000","Matcha + es krim + kitkat bites","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Crunchy Coffee Made With KitKat","28000","21000","Kopi + susu + es krim + kitkat bites","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","2 Es Coklat + Popstar","42000","40000","(Tambahan disc 15k) - Bundling menu Es Coklat Klasik dengan 1 pcs Popstar","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Pop Choco Rocksalt + Es Kopi Awa","47500","40000","(Tambahan disc 15k) - Bundling menu Pop Choco Rocksalt (Coklat + Salty Butterscotch + Popstar Cheeselicious) dengan Es Kopi Awa (Kopi Susu + Gula Jawa)","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Pop Mochaccino + Es Coklat","45000","40000","(Tambahan disc 15k) - Bundling menu Pop Mochaccino (Espresso + Coklat + Susu + Popstar Caramel Blast) dengan Es Coklat Klasik","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Crunchy Chocolate made with Kitkat + Es Kopi Awa","47500","40000","Bundling Coklat + Es Krim + Kitkat Bites dan Kopi + Susu + Gula Aren, untuk menemani harimu #dirumahaja","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Crunchy Matcha made with Kitkat + Es Kopi Sus","45000","40000","Bundling Matcha + Es Krim + Kitkat Bites dan Kopi + Espresso + Susu + Gula, untuk menemani harimu #dirumahaja","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Crunchy Coffee made with Kitkat + Es Coklat","45000","40000","Bundling Kopi + Susu + Es Krim + Kitkat Bites dan Es Coklat Klasik, untuk menemani harimu #dirumahaja","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Cococi","27000","23000","Hydrococo + leci + kelapa kopyor","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Cocokrim Bob","24000","20000","Hydrococo + es krim vanilla + boba","Medan, Sumatra Utara","3.6422756","98.5294036"
"Kopi Yor","Kopi","Cocopi","23000","19000","Hydrococo + kopi + gula aren","Medan, Sumatra Utara","3.6422756","98.5294036"
"Menantea","Minuman","Penyejuk Hatea 2","56000","52000","Dapatkan potongan special hingga Rp4.000 untuk pembelian MatemaTEAka+ Oreo Milk Tea","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Menantea","Minuman","Penyejuk Hatea 1","62000","52000","Dapatkan potongan special hingga Rp10.000 untuk pembelian KiTEAwi + InTEAgral","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Menantea","Minuman","Vanilla Milk Tea","21000","19000","Perpaduan rasa otentik black tea vanilla khas menantea dengan creamy susu","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Menantea","Minuman","Fresh Oolong Peach Jelly Tea","26000","23000","Roasted oolong tea klasik dengan tea jelly ala menantea","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Menantea","Minuman","Refresh Fruit Green Tea","31000","27000","Perpaduan segarnya green tea otentik dengan buah - buahan asli","Ringroad, Medan, Sumatra Utara","3.5767032","98.6242702"
"Muda Burgerbar","Barat/Cepat saji","CHEESE TO LOVE + SOFT DRINK","49000","41000","1 BEEF BURGER + 1 SOFT DRINK ( AW/SPRITE/COLA)","Binjai, Sumatra Utara","3.6223218","98.4311626"
"Muda Burgerbar","Barat/Cepat saji","PERFECT SATURDAY + SOFT DRINK","65000","52000","1 PERFECT SATURDAY + 1 SOFT DRINK ( AW/SPRITE/COLA)","Binjai, Sumatra Utara","3.6223218","98.4311626"
"Muda Burgerbar","Barat/Cepat saji","BACK TO BASIC WITH EGG + SOFT DRINK","42000","33600","1 BACK TO BASIC WITH EGG + 1 SOFT DRINK (AW/SPRITE/COLA)","Binjai, Sumatra Utara","3.6223218","98.4311626"
"Muda Burgerbar","Barat/Cepat saji","SHE CAUGHT THE CHICKEN BURGER + SOFT DRINK","40000","34000","1 SHE CAUGHT THE CHICKEN BURGER + 1 SOFT DRINK (COLA/AW/SPRITE)","Binjai, Sumatra Utara","3.6223218","98.4311626"
"Offle","Jajanan","Nutella","27000","22500","Favorite","Medan Mall, Medan, Sumatra Utara","3.5886247","98.6841757"
"Pizza Roemah Enak","Roti/Korea/Pizza & pasta","Roti Sosis","7000","4800","Roti Isian Sosis dengan Karakter Roti Yang Lembut","Stabat, Langkat, Sumatra Utara","3.7393812","98.3959872"
"Pizza Roemah Enak","Roti/Korea/Pizza & pasta","Roti Coklat","7000","4800","Roti Isian Coklat Premium dengan Karakter Roti Yang Lembut","Stabat, Langkat, Sumatra Utara","3.7393812","98.3959872"
"Pizza Roemah Enak","Roti/Korea/Pizza & pasta","Tuna Haven","27000","24300","Ikan Tuna, Sosis Ikan, Paprika, Jagung, Keju Mozarella, Saus Pizza Spesial","Stabat, Langkat, Sumatra Utara","3.7393812","98.3959872"
"Pizza Roemah Enak","Roti/Korea/Pizza & pasta","Chicken Ranch","27000","24300","Daging Ayam, Sosis Ayam Frankfurter, Chicken Luncheon, Keju Mozarella, Saus Pizza Spesial","Stabat, Langkat, Sumatra Utara","3.7393812","98.3959872"
"Pizza Roemah Enak","Roti/Korea/Pizza & pasta","Beef Barbeque","27000","24300","Sosis Sapi, Beef Lunchion, Jagung, Paprika, Keju Mozarella, Saus BBQ Mix Saus Pizza Spesial","Stabat, Langkat, Sumatra Utara","3.7393812","98.3959872"
"Pizza Roemah Enak","Roti/Korea/Pizza & pasta","Black Pepper Feast","27000","24300","Saus Black Pepper Mix, Sosis Sapi Bratwurst, Sosis Ayam Black Pepper, Jamur, Bawang Bombay, Keju Mozarella","Stabat, Langkat, Sumatra Utara","3.7393812","98.3959872"
"Pizza Roemah Enak","Roti/Korea/Pizza & pasta","Classic Pizza","27000","24300","Sosis Sapi + Ayam Premium, Smoked Beef, Jamur, Paprika Hijau + Merah, Keju Mozarella, Saus Pizza Spesial","Stabat, Langkat, Sumatra Utara","3.7393812","98.3959872"
"Pizza Roemah Enak","Roti/Korea/Pizza & pasta","Cheesy Pizza","27000","24300","Extra Keju Mozarella, Cheese Stick, Cheesy Mayo, Saus Pizza Spesial","Stabat, Langkat, Sumatra Utara","3.7393812","98.3959872"
"Pizza Roemah Enak","Roti/Korea/Pizza & pasta","Pepperoni Pizza","27000","24300","Full Pepperoni Beef Slice, Extra Keju Mozarella, Saus Pizza Spesial","Stabat, Langkat, Sumatra Utara","3.7393812","98.3959872"
"Pizza Roemah Enak","Roti/Korea/Pizza & pasta","Pizza Special Day","48000","43200","Pizza Custom Di Hari Spesial Untuk Orang Spesial, Tambahkan Tulisan di Catatan Ya","Stabat, Langkat, Sumatra Utara","3.7393812","98.3959872"
